vegetation_coverage,excess_green_mean,excess_green_std,texture_variation,component_density,row_alignment,weed_present
0.1267,0.2277,0.0564,0.0558,1.0362,0.7827,0
0.1743,0.2639,0.0646,0.1317,3.615,0.657,0
0.4981,0.2019,0.1313,0.1534,5.3419,0.3861,1
0.3134,0.2018,0.0764,0.0911,6.5646,0.5879,1
0.5724,0.1221,0.1435,0.1993,7.7915,0.2505,1
0.4206,0.2468,0.1109,0.1861,5.277,0.5416,0
0.3567,0.2095,0.0769,0.1354,2.461,0.6043,1
0.3793,0.1706,0.1618,0.1533,5.468,0.3713,1
0.2573,0.1475,0.0925,0.1297,4.9063,0.5669,0
0.4481,0.176,0.1364,0.2151,6.3444,0.3188,1
0.3143,0.1659,0.1129,0.154,5.5647,0.4346,1
0.2308,0.2344,0.0985,0.191,2.0193,0.5244,0
0.271,0.2466,0.1129,0.0726,4.4574,0.6146,0
0.4751,0.1668,0.1847,0.2056,4.9013,0.3547,1
0.1149,0.2561,0.0887,0.0877,0.0,0.5768,0
0.207,0.2938,0.0928,0.0389,1.1677,0.8711,0
0.4767,0.1465,0.1728,0.1684,3.4507,0.5066,1
0.4097,0.1459,0.1124,0.1559,2.7966,0.5397,0
0.3517,0.2275,0.1384,0.129,6.4164,0.5816,1
0.3151,0.1975,0.1072,0.1065,2.4564,0.7122,0
0.3512,0.1499,0.1111,0.0777,2.5071,0.415,1
0.5561,0.0954,0.1568,0.2214,6.664,0.3373,0
0.1723,0.242,0.0544,0.1041,1.9065,0.5947,0
0.5104,0.1246,0.1605,0.2085,7.8194,0.4162,1
0.4209,0.0792,0.1013,0.1808,4.6031,0.3573,1
0.3015,0.1899,0.0742,0.1118,4.1062,0.6031,0
0.3234,0.2594,0.1059,0.098,2.3879,0.5449,0
0.3257,0.1981,0.0776,0.1046,5.9932,0.7483,0
0.4891,0.1417,0.1421,0.1742,6.6517,0.2689,1
0.2921,0.2521,0.1063,0.1837,3.4828,0.6434,0
0.2878,0.2311,0.1141,0.1582,3.7876,0.5572,0
0.3754,0.2487,0.0871,0.0922,3.1803,0.5725,0
0.4386,0.0557,0.1488,0.2286,4.6443,0.3991,1
0.3328,0.245,0.1234,0.1444,4.2504,0.3623,1
0.2375,0.2563,0.0996,0.0962,4.4761,0.4226,0
0.2164,0.3019,0.0839,0.1531,3.3576,0.6093,1
0.3188,0.1738,0.1033,0.0652,1.715,0.4905,0
0.367,0.1108,0.1436,0.1438,3.6406,0.5314,1
0.396,0.162,0.1533,0.1559,6.5323,0.3899,1
0.3148,0.231,0.0678,0.0889,2.0904,0.7689,0
0.3193,0.2038,0.1131,0.1662,4.8238,0.4875,1
0.4686,0.2063,0.1131,0.1689,6.7094,0.1707,1
0.4527,0.1997,0.0949,0.1227,3.142,0.5717,0
0.3122,0.2218,0.0624,0.1266,3.407,0.6042,0
0.3255,0.2219,0.1066,0.1379,3.3425,0.607,1
0.3514,0.1557,0.144,0.1696,6.01,0.4253,1
0.3006,0.1665,0.1068,0.1569,4.4691,0.481,1
0.323,0.2347,0.1124,0.1927,4.083,0.462,0
0.2446,0.2672,0.0951,0.1162,4.1858,0.5023,0
0.4378,0.1859,0.167,0.1792,7.1338,0.2526,1
0.2993,0.1975,0.0951,0.068,3.7122,0.3824,0
0.2967,0.1248,0.092,0.0753,3.1579,0.5029,0
0.5067,0.1378,0.1282,0.1792,7.9335,0.175,1
0.2024,0.19,0.0746,0.1039,3.814,0.4737,0
0.2269,0.2185,0.1058,0.0867,2.6964,0.6111,0
0.259,0.1966,0.0927,0.1142,2.4459,0.6434,0
0.129,0.2713,0.066,0.0318,2.1463,0.7868,0
0.5187,0.1285,0.1542,0.1362,5.3803,0.3542,1
0.3882,0.1319,0.1472,0.1674,4.5715,0.3689,1
0.1466,0.2819,0.0565,0.134,2.8246,0.6125,0
0.4458,0.1266,0.1446,0.1357,5.792,0.3103,1
0.2974,0.2249,0.099,0.1093,2.9824,0.6014,0
0.4452,0.1914,0.13,0.1254,7.1523,0.2072,1
0.1696,0.2699,0.0957,0.0482,3.954,0.6954,0
0.5252,0.1976,0.0968,0.1508,5.9696,0.3323,1
0.1509,0.2559,0.1119,0.1148,3.6468,0.7097,0
0.4093,0.2139,0.1297,0.1236,4.6719,0.5225,1
0.3798,0.2405,0.1017,0.1217,5.3257,0.4804,1
0.266,0.2551,0.0745,0.0882,3.5067,0.7216,0
0.3921,0.1419,0.0663,0.1139,4.4458,0.4041,0
0.4021,0.1642,0.1129,0.1229,5.5597,0.4139,1
0.326,0.2166,0.1074,0.2022,5.1374,0.5547,1
0.4659,0.1484,0.1001,0.1519,7.0841,0.448,0
0.238,0.2854,0.1127,0.1102,2.673,0.7377,0
0.364,0.1883,0.1413,0.1283,4.2687,0.6107,1
0.2783,0.1935,0.1156,0.1543,4.2364,0.4957,1
0.3334,0.2201,0.1195,0.1951,4.6945,0.3933,0
0.4409,0.1516,0.1444,0.2261,3.7298,0.2742,1
0.2629,0.241,0.0884,0.0689,4.0444,0.6036,0
0.3154,0.2026,0.1092,0.2005,4.3788,0.3481,1
0.5425,0.0715,0.1404,0.2248,7.0473,0.1928,1
0.0984,0.2581,0.0606,0.0811,0.0,0.7058,0
0.3346,0.2607,0.0978,0.0963,3.5535,0.6487,0
0.2489,0.2255,0.0959,0.0987,2.3361,0.7343,0
0.2107,0.2785,0.1019,0.1358,2.1112,0.6612,0
0.5069,0.0713,0.1205,0.2325,6.9122,0.2297,0
0.1833,0.1673,0.1015,0.1377,1.9295,0.7265,0
0.4847,0.2009,0.1288,0.1696,4.6917,0.4218,1
0.2827,0.2527,0.1498,0.1065,3.4891,0.5766,0
0.3053,0.1982,0.0985,0.0495,4.6079,0.5248,1
0.377,0.2116,0.1192,0.0866,3.4102,0.477,1
0.3557,0.197,0.1871,0.155,4.3898,0.4351,1
0.2706,0.1606,0.1181,0.1046,4.3506,0.4947,0
0.375,0.1639,0.1135,0.1632,4.9072,0.4214,0
0.3322,0.1816,0.1065,0.1199,6.568,0.3472,1
0.3627,0.1986,0.1641,0.1573,4.5064,0.3887,1
0.5097,0.104,0.1177,0.1716,5.7362,0.3531,1
0.46,0.1545,0.142,0.2084,6.7506,0.3395,1
0.2446,0.1941,0.0981,0.1074,5.865,0.4345,0
0.3711,0.1869,0.1248,0.1771,4.2673,0.4946,1
0.3459,0.1729,0.0982,0.1659,4.3969,0.4895,1
0.5149,0.1483,0.1555,0.1907,5.644,0.2353,1
0.3378,0.2677,0.0934,0.1356,2.7521,0.6859,0
0.4377,0.1278,0.1174,0.186,5.3491,0.297,1
0.3859,0.1802,0.1401,0.0882,4.6238,0.4938,1
0.3765,0.0876,0.1304,0.1778,7.5777,0.4124,1
0.2163,0.1994,0.0992,0.0979,1.6048,0.7505,1
0.3944,0.1985,0.1407,0.1635,6.4474,0.5045,1
0.4879,0.163,0.1506,0.1639,5.4991,0.3362,1
0.4737,0.167,0.1017,0.2283,6.7104,0.1792,1
0.3548,0.2183,0.1263,0.1347,5.7941,0.3333,1
0.4581,0.2365,0.1374,0.1553,6.2848,0.3981,1
0.441,0.1241,0.1322,0.168,5.6215,0.4391,1
0.479,0.0717,0.1475,0.2593,7.3489,0.1987,1
0.3392,0.1447,0.0861,0.1648,4.4144,0.4371,1
0.3002,0.1885,0.1034,0.1427,3.8952,0.5299,0
0.2985,0.1824,0.0693,0.0747,2.9761,0.5462,0
0.3504,0.2005,0.1063,0.113,5.0431,0.5834,0
0.2972,0.2356,0.1222,0.1258,3.2433,0.4714,1
0.3678,0.2243,0.1548,0.1774,4.5495,0.3473,1
0.4624,0.1789,0.1194,0.1713,4.3194,0.5625,1
0.4556,0.2715,0.1479,0.1313,4.5701,0.3403,0
0.4622,0.1388,0.1582,0.1718,4.4257,0.3721,1
0.1285,0.2021,0.0593,0.0304,0.6219,0.6871,0
0.4316,0.2085,0.1088,0.1624,4.3072,0.3672,1
0.4056,0.0717,0.1154,0.225,7.756,0.3095,1
0.2715,0.222,0.0828,0.0259,0.938,0.7799,0
0.2611,0.2513,0.0762,0.1061,1.5242,0.6073,0
0.3189,0.1848,0.1409,0.1839,4.7487,0.4377,1
0.4436,0.1453,0.1258,0.1775,7.6503,0.3052,1
0.4928,0.0787,0.1383,0.1975,6.9434,0.1365,1
0.4822,0.1716,0.1322,0.1892,5.1486,0.4521,1
0.3678,0.2211,0.1082,0.1219,6.1133,0.4588,1
0.4798,0.1473,0.1436,0.1895,7.103,0.3374,1
0.4344,0.1401,0.1464,0.1288,5.5581,0.4012,1
0.2863,0.1498,0.1125,0.0742,3.4797,0.4934,1
0.2747,0.1931,0.0965,0.0968,3.4706,0.7028,0
0.4807,0.1646,0.1461,0.1496,4.7663,0.3936,1
0.4005,0.1514,0.1151,0.1998,5.9605,0.3815,1
0.3776,0.1556,0.1256,0.1774,5.9842,0.4919,0
0.4901,0.0495,0.152,0.2554,7.873,0.3778,1
0.5339,0.1421,0.1746,0.2169,7.5225,0.1872,1
0.4894,0.1042,0.1595,0.228,4.5538,0.2618,1
0.2373,0.2688,0.0802,0.0956,1.1668,0.7654,0
0.5667,0.1102,0.1679,0.1855,5.7912,0.3466,1
0.1469,0.2033,0.0774,0.0241,2.1402,0.6526,0
0.2115,0.2434,0.0916,0.1368,1.2838,0.5709,0
0.4932,0.2474,0.1331,0.1513,5.7104,0.3118,0
0.315,0.2467,0.1088,0.1527,5.1384,0.52,1
0.3099,0.2236,0.0911,0.1257,3.7132,0.7183,0
0.6154,0.1686,0.1716,0.1522,6.1287,0.3934,1
0.2386,0.1788,0.1198,0.0844,1.0472,0.6381,0
0.5462,0.0986,0.1628,0.2575,4.7061,0.2075,1
0.4351,0.0525,0.1702,0.229,4.7342,0.2653,1
0.4573,0.198,0.1237,0.1947,5.2633,0.1894,1
0.4569,0.2056,0.1163,0.1711,6.3813,0.2814,1
0.48,0.1749,0.1291,0.179,6.0936,0.4409,1
0.4122,0.1834,0.1246,0.1498,3.9798,0.3473,1
0.2946,0.1606,0.0918,0.1404,3.2753,0.7812,0
0.3364,0.1839,0.0817,0.1604,5.8172,0.4061,0
0.4894,0.2024,0.1763,0.1572,8.8217,0.1289,1
0.4265,0.1644,0.1786,0.1898,6.4816,0.4866,1
0.5294,0.118,0.1727,0.1914,6.2881,0.3855,1
0.4659,0.0971,0.1521,0.1677,6.1107,0.3693,1
0.2861,0.2489,0.1184,0.1445,5.657,0.5162,1
0.4074,0.1851,0.1007,0.1795,2.5331,0.4958,1
0.3147,0.1207,0.1171,0.1695,5.899,0.4859,0
0.3552,0.1641,0.1514,0.1063,3.4606,0.4106,0
0.4393,0.1029,0.1317,0.18,5.385,0.1331,1
0.2471,0.2621,0.0588,0.0408,0.9583,0.7035,0
0.39,0.1759,0.1524,0.116,5.6874,0.5296,1
0.3872,0.1622,0.1445,0.1466,3.6581,0.5898,1
0.5374,0.1659,0.1338,0.2586,6.4118,0.2366,1
0.2993,0.1949,0.11,0.088,4.9124,0.4012,1
0.4296,0.2029,0.1247,0.1738,5.8771,0.3788,1
0.3686,0.1649,0.1244,0.1517,5.275,0.4646,0
0.3585,0.2992,0.1462,0.1641,4.6448,0.4704,1
0.3583,0.1566,0.1069,0.1246,5.5902,0.2271,1
0.3422,0.1846,0.1188,0.0639,4.2622,0.8431,1
0.1893,0.1989,0.0871,0.0437,3.4253,0.7552,0
0.4216,0.1696,0.1702,0.1946,5.3687,0.4092,1
0.3532,0.1296,0.1174,0.1024,5.0565,0.4461,1
0.2692,0.203,0.1135,0.1249,5.2766,0.5551,1
0.3921,0.112,0.1289,0.2064,7.2049,0.504,0
0.3826,0.1541,0.136,0.1669,7.395,0.3145,1
0.4846,0.1014,0.1019,0.1904,5.7712,0.374,1
0.1801,0.2303,0.0767,0.1107,1.2888,0.6774,0
0.2696,0.2474,0.0904,0.1344,2.8469,0.632,0
0.3276,0.2635,0.0961,0.1223,4.8823,0.4571,1
0.3713,0.1439,0.1166,0.1232,5.0869,0.4873,0
0.2375,0.2504,0.0334,0.0756,1.0581,0.7519,0
0.3473,0.146,0.1187,0.216,6.2587,0.5245,1
0.3637,0.1385,0.1316,0.1372,3.7462,0.2787,1
0.4775,0.1256,0.1406,0.1667,4.2781,0.2687,1
0.4714,0.1901,0.1286,0.1908,5.6574,0.3459,1
0.2647,0.1497,0.1275,0.1832,4.457,0.3324,1
0.276,0.3566,0.0527,0.0754,0.0849,0.7365,0
0.5129,0.1591,0.1462,0.1694,5.7523,0.3899,0
0.2462,0.2075,0.0813,0.0602,1.3444,0.6835,0
0.2485,0.2131,0.0747,0.1052,2.9328,0.4712,0
0.3188,0.1298,0.1392,0.2108,4.979,0.3283,1
0.4652,0.1959,0.1378,0.1634,4.9763,0.3749,1
0.1675,0.1834,0.0761,0.0742,2.0549,0.703,0
0.4125,0.1274,0.1703,0.1206,5.8362,0.4808,1
0.4348,0.1314,0.1353,0.2365,7.3466,0.3738,1
0.427,0.1958,0.1241,0.1701,5.478,0.3768,1
0.3501,0.224,0.1174,0.1909,5.3056,0.3163,1
0.3026,0.2854,0.0717,0.0969,2.6398,0.5917,0
0.3458,0.188,0.1444,0.1699,5.8788,0.3316,0
0.5394,0.1683,0.114,0.117,5.5951,0.377,1
0.6417,0.1642,0.1409,0.1415,8.1218,0.3034,1
0.3537,0.1825,0.0815,0.1357,1.0117,0.652,0
0.4216,0.1205,0.0939,0.1388,4.049,0.5536,1
0.3724,0.1994,0.0863,0.1565,5.1232,0.4093,1
0.4205,0.152,0.1056,0.1013,4.3412,0.6004,0
0.4901,0.1342,0.167,0.174,5.6782,0.3189,1
0.2821,0.1875,0.1247,0.1813,3.4514,0.4521,1
0.4463,0.2,0.1474,0.1934,5.26,0.5198,1
0.3703,0.248,0.1185,0.0996,2.868,0.4965,0
0.4828,0.1744,0.1573,0.2164,4.6886,0.113,1
0.3017,0.1906,0.1584,0.1551,5.6055,0.3948,1
0.2277,0.2079,0.0921,0.0976,3.4696,0.6689,0
0.2974,0.1751,0.1295,0.2184,5.1207,0.4032,1
0.288,0.2138,0.0863,0.0741,1.6075,0.6448,0
0.3353,0.1535,0.165,0.2107,5.5076,0.2923,1
0.4034,0.2833,0.1234,0.1655,6.1347,0.2706,1
0.3753,0.1707,0.1199,0.1706,3.9203,0.4823,1
0.206,0.2327,0.1126,0.1547,1.8911,0.5501,1
0.3883,0.155,0.1042,0.1576,4.1037,0.4106,1
0.4556,0.1853,0.1554,0.1895,6.2777,0.2412,1
0.2888,0.2653,0.0965,0.1322,2.1379,0.7454,0
0.2205,0.2434,0.0982,0.1531,4.1749,0.6299,0
0.182,0.2477,0.0969,0.1221,3.5513,0.5841,0
0.2671,0.2107,0.0994,0.0478,5.5731,0.4845,0
0.2963,0.2138,0.1364,0.1849,6.1175,0.3546,1
0.2779,0.2723,0.0626,0.0678,1.8455,0.6974,1
0.4969,0.1795,0.1772,0.1469,4.7077,0.4247,1
0.2438,0.2707,0.0913,0.109,1.3364,0.5828,0
0.37,0.1298,0.1194,0.1761,4.4056,0.2724,1
0.1843,0.22,0.052,0.0956,0.7218,0.7607,0
0.3752,0.2006,0.1344,0.1189,3.7903,0.503,1
0.4235,0.083,0.1326,0.2282,6.2071,0.3758,1
0.3975,0.2128,0.1069,0.1762,3.4251,0.4543,1
0.2891,0.1768,0.1072,0.1291,3.5021,0.6131,0
0.162,0.2321,0.0911,0.0875,1.1035,0.5439,0
0.2882,0.1954,0.1202,0.1603,2.8221,0.4558,1
0.3918,0.1847,0.1209,0.1796,4.1081,0.4904,1
0.2818,0.1823,0.1157,0.1311,3.0903,0.3927,0
0.3141,0.2137,0.1044,0.1413,3.9917,0.6033,0
0.2707,0.2094,0.1094,0.1219,3.4025,0.4445,0
0.3294,0.1853,0.1165,0.184,4.7379,0.5235,0
0.3974,0.175,0.1282,0.1562,3.3641,0.6619,0
0.2811,0.2581,0.1019,0.0946,3.0433,0.6293,0
0.2708,0.1594,0.0664,0.1509,4.1527,0.5308,0
0.3529,0.1421,0.1382,0.1228,4.4451,0.3854,1
0.2864,0.1871,0.1214,0.1425,5.096,0.6785,0
0.2534,0.2466,0.0556,0.0756,4.4932,0.8493,0
0.4292,0.148,0.0705,0.1795,4.5646,0.572,0
0.1571,0.2011,0.1152,0.1139,2.8643,0.4824,0
0.197,0.2444,0.1101,0.0517,3.5086,0.7325,0
0.2892,0.2916,0.0542,0.0671,1.7444,0.8269,0
0.1816,0.2519,0.0879,0.0652,1.7759,0.6446,0
0.274,0.1691,0.0917,0.1023,2.9926,0.6573,0
0.342,0.1835,0.1029,0.1167,3.3573,0.4545,0
0.443,0.1966,0.1404,0.1512,4.6811,0.3893,1
0.4681,0.1351,0.0947,0.157,5.8433,0.2457,1
0.3471,0.2006,0.0855,0.1375,3.1242,0.4485,1
0.3857,0.2088,0.0983,0.0898,3.6489,0.5449,0
0.3362,0.174,0.1137,0.0922,3.0372,0.4398,1
0.2186,0.3334,0.0715,0.1106,3.044,0.5048,0
0.3127,0.1849,0.1249,0.1443,2.8354,0.4756,0
0.3729,0.1751,0.1284,0.2001,4.6103,0.3703,1
0.4205,0.1459,0.1162,0.1729,4.8921,0.4124,1
0.3313,0.2118,0.1215,0.1877,5.4859,0.4787,1
0.2571,0.2472,0.0997,0.146,3.9863,0.6166,0
0.4019,0.1605,0.1367,0.2284,5.2083,0.4206,1
0.3887,0.1493,0.1216,0.2776,5.8907,0.4308,1
0.5267,0.1068,0.1179,0.1418,6.0438,0.2087,1
0.4009,0.1163,0.1275,0.1068,6.3823,0.5172,1
0.3286,0.2685,0.0943,0.0994,2.3892,0.7037,0
0.3609,0.1571,0.0982,0.1685,5.7275,0.4011,0
0.362,0.1057,0.0808,0.1252,5.1951,0.4955,0
0.5277,0.1994,0.1581,0.2312,6.1013,0.2506,1
0.4161,0.1521,0.1047,0.1397,3.9973,0.4967,1
0.2614,0.2188,0.063,0.077,2.3406,0.7086,0
0.3626,0.2152,0.1608,0.1705,4.6327,0.2072,1
0.4507,0.1714,0.1117,0.1498,4.5115,0.4562,1
0.1339,0.2662,0.0876,0.0735,2.3978,0.6224,0
0.4475,0.1241,0.1273,0.1455,4.0901,0.3923,1
0.4328,0.1112,0.1305,0.1476,6.3245,0.5358,1
0.4384,0.1344,0.1426,0.2135,6.0128,0.168,1
0.1781,0.2515,0.0338,0.0825,4.6633,0.5252,0
0.3823,0.2073,0.0904,0.1691,3.5694,0.5085,1
0.2639,0.199,0.0961,0.0819,3.1639,0.6918,0
0.2669,0.2462,0.0889,0.0448,1.294,0.7121,0
0.2573,0.1501,0.0594,0.1125,2.4021,0.4492,0
0.5124,0.1723,0.1377,0.194,7.26,0.1968,1
0.3691,0.2012,0.0908,0.1099,4.7365,0.4976,0
0.5058,0.2186,0.1524,0.2382,7.532,0.1817,1
0.1886,0.2456,0.0813,0.1368,0.8937,0.6965,0
0.4287,0.13,0.1451,0.1475,6.0172,0.4005,1
0.5641,0.1361,0.17,0.2443,5.5937,0.2309,1
0.2647,0.2105,0.1044,0.032,1.7527,0.7467,0
0.5277,0.1542,0.1667,0.2333,6.8547,0.3125,1
0.3125,0.2088,0.0982,0.0956,3.9644,0.6369,1
0.4347,0.1125,0.1896,0.201,5.6087,0.4401,1
0.5446,0.0922,0.1121,0.1488,6.4879,0.3339,1
0.4573,0.1895,0.1126,0.1516,5.7776,0.413,0
0.2065,0.3042,0.0975,0.0507,3.534,0.6756,0
0.3155,0.2136,0.1185,0.1119,2.4368,0.6048,1
0.2971,0.229,0.1219,0.1888,5.6939,0.4444,1
0.4107,0.2058,0.1452,0.1658,7.3425,0.5135,1
0.24,0.252,0.0425,0.1468,2.0039,0.6106,0
0.49,0.1259,0.1677,0.1651,4.0676,0.3663,1
0.5503,0.141,0.1477,0.2499,5.3796,0.2329,1
0.3669,0.2089,0.1596,0.1256,5.1893,0.3212,1
0.2065,0.2906,0.026,0.0433,3.2453,0.9527,0
0.4857,0.1686,0.1535,0.1829,6.5585,0.2372,1
0.2237,0.1994,0.0875,0.156,2.7042,0.5551,1
0.4022,0.195,0.1195,0.1321,3.2409,0.4687,0
0.5602,0.141,0.1503,0.1284,4.9317,0.303,1
0.2833,0.2218,0.1024,0.0639,3.9562,0.5943,0
0.225,0.3029,0.0537,0.0364,1.6753,0.6382,0
0.4153,0.0912,0.1182,0.1748,6.7575,0.4181,1
0.5972,0.1313,0.1501,0.2328,7.5171,0.288,1
0.3793,0.1947,0.1212,0.1234,4.967,0.5839,0
0.2973,0.1272,0.141,0.1337,4.5353,0.4425,1
0.4906,0.2116,0.1225,0.1686,3.5783,0.4556,1
0.432,0.1565,0.0935,0.1124,3.766,0.4249,0
0.2664,0.1983,0.1043,0.1296,2.17,0.5185,1
0.2794,0.2697,0.1649,0.146,5.133,0.42,1
0.4034,0.224,0.1532,0.1402,4.3316,0.3219,1
0.2073,0.2634,0.0253,0.0965,3.3615,0.6103,1
0.4643,0.1716,0.1385,0.1821,5.9584,0.4133,1
0.3069,0.2192,0.1125,0.1159,2.7087,0.5761,0
0.4851,0.2079,0.1514,0.171,5.8065,0.2032,0
0.3367,0.204,0.1183,0.18,5.4917,0.372,1
0.5064,0.1117,0.1411,0.2265,6.2025,0.3834,1
0.2954,0.145,0.1204,0.1385,4.9114,0.4396,0
0.2908,0.241,0.0756,0.1275,2.592,0.603,0
0.2222,0.2081,0.1273,0.1151,4.2455,0.5446,0
0.3586,0.1262,0.1193,0.1755,6.3675,0.4509,0
0.3915,0.2101,0.0957,0.1399,4.6099,0.5021,1
0.4742,0.1481,0.1582,0.1418,6.5048,0.3553,1
0.3827,0.1831,0.1029,0.1975,6.1697,0.4258,1
0.3487,0.1838,0.12,0.119,7.3223,0.3766,1
0.4482,0.131,0.1265,0.1888,6.2369,0.4764,1
0.4618,0.1879,0.1762,0.1605,6.2682,0.3687,1
0.3766,0.1716,0.1016,0.1261,4.3592,0.3408,0
0.2367,0.2065,0.052,0.1083,2.3074,0.6534,0
0.3244,0.1877,0.0928,0.0987,2.4783,0.576,0
0.4736,0.2249,0.1318,0.1683,6.1445,0.4337,1
0.3562,0.1835,0.129,0.1376,3.256,0.4688,1
0.3251,0.2194,0.1777,0.1514,6.2368,0.2034,1
0.2725,0.2979,0.1215,0.1403,3.3868,0.4572,0
0.5358,0.1388,0.1335,0.1718,6.2542,0.5191,1
0.304,0.0636,0.1044,0.1709,4.3287,0.3875,1
0.2798,0.2616,0.1301,0.1502,2.4549,0.664,0
0.2607,0.2075,0.0894,0.1481,3.5661,0.464,0
0.5053,0.1007,0.1372,0.2201,6.3822,0.1759,1
0.4036,0.1528,0.1164,0.1475,3.7784,0.4728,0
0.3176,0.2142,0.0657,0.0525,4.7387,0.621,0
0.4935,0.1915,0.1384,0.2041,5.7104,0.3191,1
0.5787,0.1408,0.1463,0.2366,5.7199,0.2549,1
0.4056,0.2198,0.1443,0.1761,5.0876,0.3713,1
0.2699,0.2347,0.0929,0.01,4.6974,0.5134,0
0.2952,0.1856,0.0859,0.1584,1.9668,0.4065,1
0.0439,0.2519,0.0358,0.082,2.4787,0.8837,0
0.2849,0.2459,0.0995,0.0946,2.1852,0.7263,0
0.4264,0.243,0.1051,0.1481,3.899,0.4665,0
0.4087,0.2204,0.1111,0.1708,4.167,0.346,0
0.4923,0.1434,0.1295,0.1614,7.9167,0.3034,1
0.2718,0.2197,0.1098,0.1538,3.6577,0.5865,0
0.1936,0.2697,0.1088,0.0398,1.4585,0.6751,0
0.2621,0.233,0.0642,0.0739,1.7843,0.7374,0
0.522,0.1274,0.1288,0.1559,5.2453,0.4006,1
0.5672,0.1114,0.1644,0.1687,6.5177,0.2824,1
0.3551,0.1992,0.0889,0.1291,4.1288,0.7374,0
0.2509,0.2574,0.0903,0.1345,2.7914,0.5879,0
0.2197,0.2972,0.08,0.1148,0.7713,0.8226,0
0.4375,0.0876,0.1201,0.2172,6.0738,0.4003,1
0.1275,0.2202,0.0858,0.0296,2.8672,0.721,0
0.222,0.2011,0.101,0.0726,2.755,0.4155,0
0.3543,0.2237,0.1262,0.1441,5.053,0.481,0
0.2263,0.2117,0.0657,0.092,2.7477,0.5961,0
0.3706,0.1338,0.1409,0.1702,5.8252,0.3215,0
0.3935,0.1185,0.1533,0.2153,6.2616,0.3279,1
0.2565,0.2401,0.1386,0.1099,1.4702,0.6508,0
0.3813,0.1472,0.1646,0.1984,5.257,0.4093,1
0.3815,0.1458,0.104,0.1912,6.4229,0.4948,1
0.4121,0.151,0.1431,0.1751,7.4483,0.3298,1
0.3478,0.2242,0.1134,0.2312,7.1843,0.3443,1
0.2096,0.2269,0.0738,0.0264,1.3765,0.798,0
0.13,0.199,0.0741,0.0751,3.1803,0.7771,0
0.1872,0.2591,0.0701,0.0916,4.5006,0.5505,0
0.3605,0.1915,0.1103,0.1899,5.7946,0.5014,1
0.247,0.2606,0.1033,0.116,2.9891,0.6223,0
0.4991,0.1609,0.1502,0.1757,7.2176,0.2559,1
0.3349,0.1844,0.1269,0.1201,5.0868,0.5076,0
0.1454,0.2354,0.0835,0.116,2.567,0.6928,0
0.5266,0.1582,0.165,0.2253,6.181,0.2514,1
0.2781,0.2562,0.1145,0.1614,3.3275,0.5881,0
0.4571,0.2304,0.1126,0.1428,4.0545,0.4875,0
0.4275,0.108,0.1395,0.1955,4.6717,0.3819,1
0.3432,0.2459,0.1488,0.146,2.6523,0.4175,0
0.6396,0.1243,0.1512,0.1803,6.1197,0.1991,1
0.3697,0.1502,0.1231,0.1477,4.5813,0.4307,1
0.3036,0.216,0.0978,0.0689,3.2302,0.5967,0
0.4465,0.2036,0.1241,0.1781,5.8081,0.3535,1
0.4808,0.1809,0.1268,0.1987,5.8935,0.3714,0
0.2356,0.2324,0.0876,0.1118,2.0627,0.7477,0
0.5319,0.161,0.1452,0.2315,6.0793,0.3241,1
0.3581,0.1972,0.1124,0.1356,5.2694,0.5903,1
0.3269,0.1651,0.1017,0.19,4.4348,0.3584,1
0.1695,0.2403,0.0693,0.0796,0.8297,0.6827,0
0.4304,0.2245,0.1166,0.1625,3.5331,0.5183,1
0.4772,0.1683,0.1235,0.2055,4.4719,0.4063,1
0.4166,0.1189,0.0861,0.1555,4.5775,0.39,1
0.3615,0.2414,0.1171,0.1331,3.1806,0.4951,0
0.1818,0.2174,0.0895,0.1121,2.2767,0.6274,0
0.3548,0.2483,0.0998,0.1128,5.3308,0.489,1
0.2526,0.195,0.0935,0.0386,2.3784,0.6019,0
0.5547,0.1412,0.1143,0.1491,7.6925,0.4976,1
0.1391,0.2271,0.0965,0.0648,3.0238,0.7251,0
0.4266,0.1131,0.1388,0.1738,7.9507,0.4086,1
0.4208,0.1958,0.0551,0.0697,3.9885,0.5228,0
0.4713,0.2192,0.1458,0.1926,6.6904,0.3559,1
0.357,0.2371,0.0822,0.0918,2.2867,0.6397,0
0.2276,0.2121,0.0715,0.1163,3.0997,0.748,0
0.3767,0.1147,0.1028,0.2041,3.8873,0.447,0
0.4086,0.0942,0.1305,0.1852,4.0799,0.491,1
0.5117,0.1309,0.1301,0.1628,7.5137,0.2058,1
0.3953,0.1808,0.069,0.1425,2.5499,0.6099,0
0.2057,0.2147,0.1206,0.1036,3.5267,0.6113,0
0.215,0.1449,0.0828,0.0826,1.7169,0.5671,0
0.3488,0.2101,0.0868,0.0887,4.6177,0.7195,0
0.1543,0.3051,0.0474,0.0441,2.714,0.9058,0
0.2692,0.2768,0.118,0.1113,4.0969,0.3901,0
0.4908,0.0861,0.1079,0.1971,6.8469,0.3762,1
0.4245,0.1572,0.1194,0.1575,4.4956,0.5246,1
0.3406,0.1515,0.1073,0.2009,6.8655,0.4899,1
0.3752,0.1935,0.1072,0.1642,5.2989,0.5833,1
0.2985,0.1356,0.0977,0.1603,3.7843,0.5541,1
